Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSCAFG00845006422,ENSCAFG00845006422,ENSG00000184478,OR56A3
ENSCAFG00845006423,MTHFD2L,ENSG00000163738,MTHFD2L
ENSCAFG00845006424,PPM1J,ENSG00000155367,PPM1J
ENSCAFG00845006425,ENSCAFG00845006425,ENSG00000212395,ENSG00000212395
ENSCAFG00845006425,ENSCAFG00845006425,ENSG00000201619,ENSG00000201619
ENSCAFG00845006425,ENSCAFG00845006425,ENSG00000207094,ENSG00000207094
ENSCAFG00845006425,ENSCAFG00845006425,ENSG00000207027,ENSG00000207027
ENSCAFG00845006427,ENSCAFG00845006427,ENSG00000153207,AHCTF1
ENSCAFG00845006430,OR8J2,ENSG00000254658,OR8J2
ENSCAFG00845006432,NPY1R,ENSG00000164128,NPY1R
ENSCAFG00845006433,TUBGCP6,ENSG00000128159,TUBGCP6
ENSCAFG00845006434,IL20RA,ENSG00000016402,IL20RA
ENSCAFG00845006435,ENSCAFG00845006435,ENSG00000167721,TSR1
ENSCAFG00845006436,ORC4,ENSG00000115947,ORC4
ENSCAFG00845006437,AP3M2,ENSG00000070718,AP3M2
ENSCAFG00845006439,TRIM14,ENSG00000106785,TRIM14
ENSCAFG00845006440,FAM149B1,ENSG00000138286,FAM149B1
ENSCAFG00845006442,GFAP,ENSG00000131095,GFAP
ENSCAFG00845006445,ENSCAFG00845006445,ENSG00000164022,AIMP1
ENSCAFG00845006447,MYOZ3,ENSG00000164591,MYOZ3
ENSCAFG00845006448,TINF2,ENSG00000092330,TINF2
ENSCAFG00845006449,ENSCAFG00845006449,ENSG00000146278,PNRC1
ENSCAFG00845006452,PLXNB1,ENSG00000164050,PLXNB1
ENSCAFG00845006453,RUNDC1,ENSG00000198863,RUNDC1
ENSCAFG00845006454,OR56A3D,ENSG00000184478,OR56A3
ENSCAFG00845006457,NPY5R,ENSG00000164129,NPY5R
ENSCAFG00845006459,OR8J2C,ENSG00000254658,OR8J2
ENSCAFG00845006461,FHIP1A,ENSG00000164142,FHIP1A
ENSCAFG00845006462,ENSCAFG00845006462,ENSG00000170540,ARL6IP1
ENSCAFG00845006463,MMUT,ENSG00000146085,MMUT
ENSCAFG00845006464,CAD,ENSG00000084774,CAD
ENSCAFG00845006466,ENSCAFG00845006466,ENSG00000260220,CCDC187
ENSCAFG00845006468,CHST11,ENSG00000171310,CHST11
ENSCAFG00845006469,FOXK2,ENSG00000141568,FOXK2
ENSCAFG00845006476,ENSCAFG00845006476,ENSG00000104368,PLAT
ENSCAFG00845006477,KIAA1958,ENSG00000165185,KIAA1958
ENSCAFG00845006478,NGB,ENSG00000165553,NGB
ENSCAFG00845006479,ENSCAFG00845006479,ENSG00000047932,GOPC
ENSCAFG00845006479,ENSCAFG00845006479,ENSG00000282218,ENSG00000282218
ENSCAFG00845006480,CORO2A,ENSG00000106789,CORO2A
ENSCAFG00845006483,ENSCAFG00845006483,ENSG00000243147,MRPL33
ENSCAFG00845006484,U6,ENSG00000252462,RNU6-113P
ENSCAFG00845006486,NUTF2,ENSG00000102898,NUTF2
ENSCAFG00845006488,GFPT2,ENSG00000131459,GFPT2
ENSCAFG00845006489,SYNPO,ENSG00000171992,SYNPO
ENSCAFG00845006491,ST14,ENSG00000149418,ST14
ENSCAFG00845006493,U6,ENSG00000206859,RNU6-767P
ENSCAFG00845006494,P4HA3,ENSG00000149380,P4HA3
ENSCAFG00845006495,FAM187A,ENSG00000214447,FAM187A
ENSCAFG00845006496,ENSCAFG00845006496,ENSG00000177600,RPLP2
ENSCAFG00845006498,CENPQ,ENSG00000031691,CENPQ
ENSCAFG00845006499,MYL6,ENSG00000196465,MYL6B
ENSCAFG00845006500,SIRT6,ENSG00000077463,SIRT6
ENSCAFG00845006501,FZD4,ENSG00000174804,FZD4
ENSCAFG00845006502,TMA16,ENSG00000198498,TMA16
ENSCAFG00845006503,MRPL21,ENSG00000197345,MRPL21
ENSCAFG00845006505,IL22RA2,ENSG00000164485,IL22RA2
ENSCAFG00845006509,DBNL,ENSG00000136279,DBNL
ENSCAFG00845006510,OR5T1,ENSG00000172489,OR5T3
ENSCAFG00845006510,OR5T1,ENSG00000181698,OR5T1
ENSCAFG00845006511,GAS2L3,ENSG00000139354,GAS2L3
ENSCAFG00845006512,ENSCAFG00845006512,ENSG00000115539,PDCL3
ENSCAFG00845006513,SLITRK1,ENSG00000178235,SLITRK1
ENSCAFG00845006515,FSHR,ENSG00000170820,FSHR
ENSCAFG00845006516,PRPS1L1,ENSG00000229937,PRPS1L1
ENSCAFG00845006517,PUM1,ENSG00000134644,PUM1
ENSCAFG00845006520,CCDC103,ENSG00000167131,CCDC103
ENSCAFG00845006521,SRSF12,ENSG00000154548,SRSF12
ENSCAFG00845006522,ENSCAFG00845006522,ENSG00000176485,PLAAT3
ENSCAFG00845006526,EPGN,ENSG00000182585,EPGN
ENSCAFG00845006529,ITM2B,ENSG00000136156,ITM2B
ENSCAFG00845006530,TENT2,ENSG00000164329,TENT2
ENSCAFG00845006531,GLYATL3,ENSG00000203972,GLYATL3
ENSCAFG00845006533,KCNIP3,ENSG00000115042,FAHD2A
ENSCAFG00845006536,ENSCAFG00845006536,ENSG00000266967,AARSD1
ENSCAFG00845006536,ENSCAFG00845006536,ENSG00000108825,PTGES3L-AARSD1
ENSCAFG00845006537,TENM4,ENSG00000149256,TENM4
ENSCAFG00845006538,ENSCAFG00845006538,ENSG00000172489,OR5T3
ENSCAFG00845006538,ENSCAFG00845006538,ENSG00000181698,OR5T1
ENSCAFG00845006540,U1,ENSG00000275229,RNU1-68P
ENSCAFG00845006540,U1,ENSG00000270384,RNU1-154P
ENSCAFG00845006540,U1,ENSG00000277234,RNU1-5P
ENSCAFG00845006540,U1,ENSG00000201142,RNU1-151P
ENSCAFG00845006540,U1,ENSG00000275987,U1
ENSCAFG00845006540,U1,ENSG00000277344,RNU1-6P
ENSCAFG00845006540,U1,ENSG00000200338,RNU1-49P
ENSCAFG00845006540,U1,ENSG00000202167,RNU1-114P
ENSCAFG00845006540,U1,ENSG00000206791,RNU1-129P
ENSCAFG00845006540,U1,ENSG00000277678,RNU1-153P
ENSCAFG00845006540,U1,ENSG00000252105,RNU1-143P
ENSCAFG00845006540,U1,ENSG00000273516,U1
ENSCAFG00845006541,JUN,ENSG00000177606,JUN
ENSCAFG00845006544,TRIM24,ENSG00000122779,TRIM24
ENSCAFG00845006547,ENSCAFG00845006547,ENSG00000199785,SNORA52
ENSCAFG00845006548,ENSCAFG00845006548,ENSG00000197261,C6orf141
ENSCAFG00845006550,PRSS23,ENSG00000150687,PRSS23
ENSCAFG00845006551,ENSCAFG00845006551,ENSG00000184564,SLITRK6
ENSCAFG00845006554,ENSCAFG00845006554,ENSG00000241468,ATP5MF
ENSCAFG00845006555,CENPT,ENSG00000102901,CENPT
ENSCAFG00845006559,ENSCAFG00845006559,ENSG00000176485,PLAAT3
ENSCAFG00845006560,POMT2,ENSG00000009830,POMT2
ENSCAFG00845006562,PRPH2,ENSG00000112619,PRPH2
ENSCAFG00845006563,NARF,ENSG00000141562,NARF
ENSCAFG00845006564,TGM1,ENSG00000092295,TGM1
ENSCAFG00845006566,TXNRD1,ENSG00000198431,TXNRD1
ENSCAFG00845006567,IFNGR1,ENSG00000027697,IFNGR1
ENSCAFG00845006568,ENSCAFG00845006568,ENSG00000118520,ARG1
ENSCAFG00845006569,TNFAIP8,ENSG00000145779,TNFAIP8
ENSCAFG00845006570,ENSCAFG00845006570,ENSG00000201302,SNORA65
ENSCAFG00845006572,UNC13B,ENSG00000198722,UNC13B
ENSCAFG00845006574,ENSCAFG00845006574,ENSG00000167863,ATP5PD
ENSCAFG00845006575,CNTN3,ENSG00000113805,CNTN3
ENSCAFG00845006576,PNPLA2,ENSG00000177666,PNPLA2
ENSCAFG00845006578,PM20D2,ENSG00000146281,PM20D2
ENSCAFG00845006579,APOC2,ENSG00000224916,APOC4-APOC2
ENSCAFG00845006579,APOC2,ENSG00000234906,APOC2
ENSCAFG00845006581,MARCHF1,ENSG00000145416,MARCHF1
ENSCAFG00845006582,OPN4,ENSG00000122375,OPN4
ENSCAFG00845006584,TULP1,ENSG00000112041,TULP1
ENSCAFG00845006585,ENSCAFG00845006585,ENSG00000048162,NOP16
ENSCAFG00845006589,ZNF79,ENSG00000196152,ZNF79
ENSCAFG00845006590,PHGDH,ENSG00000092621,PHGDH
ENSCAFG00845006592,DNAJC9,ENSG00000213551,DNAJC9
ENSCAFG00845006594,OR56B6,ENSG00000180919,OR56B4
ENSCAFG00845006598,CREB3L3,ENSG00000060566,CREB3L3
ENSCAFG00845006599,PLAAT4,ENSG00000133321,PLAAT4
ENSCAFG00845006600,ENSCAFG00845006600,ENSG00000182890,GLUD2
ENSCAFG00845006600,ENSCAFG00845006600,ENSG00000148672,GLUD1
ENSCAFG00845006604,U6,ENSG00000252148,RNU6-1206P
ENSCAFG00845006605,HRH1,ENSG00000196639,HRH1
ENSCAFG00845006608,MYSM1,ENSG00000162601,MYSM1
ENSCAFG00845006609,ENSCAFG00845006609,ENSG00000075415,SLC25A3
ENSCAFG00845006610,NDST1,ENSG00000070614,NDST1
ENSCAFG00845006611,TBCC,ENSG00000124659,TBCC
ENSCAFG00845006612,ENSCAFG00845006612,ENSG00000104368,PLAT
ENSCAFG00845006613,IST1,ENSG00000182149,IST1
ENSCAFG00845006614,Metazoa_SRP,ENSG00000242999,RN7SL239P
ENSCAFG00845006618,APOC4,ENSG00000267467,APOC4
ENSCAFG00845006620,ENSCAFG00845006620,ENSG00000129480,DTD2
ENSCAFG00845006622,ENSCAFG00845006622,ENSG00000115091,ACTR3
ENSCAFG00845006624,ENSCAFG00845006624,ENSG00000115041,KCNIP3
ENSCAFG00845006627,ENSCAFG00845006627,ENSG00000188691,OR56A5
ENSCAFG00845006629,ENSCAFG00845006629,ENSG00000136146,MED4
ENSCAFG00845006631,ENSCAFG00845006631,ENSG00000171804,WDR87
ENSCAFG00845006635,NUS1,ENSG00000153989,NUS1
ENSCAFG00845006636,SMIM31,ENSG00000248771,SMIM31
ENSCAFG00845006637,CPT1A,ENSG00000110090,CPT1A
ENSCAFG00845006638,CYBC1,ENSG00000178927,CYBC1
ENSCAFG00845006641,RABGGTA,ENSG00000100949,RABGGTA
ENSCAFG00845006642,OR5AS1,ENSG00000181785,OR5AS1
ENSCAFG00845006643,PPME1,ENSG00000214517,PPME1
ENSCAFG00845006644,ZDHHC17,ENSG00000186908,ZDHHC17
ENSCAFG00845006645,SLC2A8,ENSG00000136856,SLC2A8
ENSCAFG00845006646,OTUD1,ENSG00000165312,OTUD1
ENSCAFG00845006647,OR56A1,ENSG00000180934,OR56A1
ENSCAFG00845006649,INIP,ENSG00000148153,INIP
ENSCAFG00845006650,PRAM1,ENSG00000133246,PRAM1
ENSCAFG00845006651,ENSCAFG00845006651,ENSG00000230626,ENSG00000230626
ENSCAFG00845006651,ENSCAFG00845006651,ENSG00000126934,MAP2K2
ENSCAFG00845006652,ENSCAFG00845006652,ENSG00000186283,TOR3A
ENSCAFG00845006656,BICRAL,ENSG00000112624,BICRAL
ENSCAFG00845006657,ME3,ENSG00000151376,ME3
ENSCAFG00845006658,EREG,ENSG00000124882,EREG
ENSCAFG00845006659,GABRR2,ENSG00000111886,GABRR2
ENSCAFG00845006661,RHAG,ENSG00000112077,RHAG
ENSCAFG00845006665,TSNAXIP1,ENSG00000102904,TSNAXIP1
ENSCAFG00845006666,APOC1,ENSG00000130208,APOC1
ENSCAFG00845006667,RHOC,ENSG00000155366,RHOC
ENSCAFG00845006667,RHOC,ENSG00000271810,ENSG00000271810
ENSCAFG00845006668,SLC6A1,ENSG00000157103,SLC6A1
ENSCAFG00845006671,CRACR2B,ENSG00000177685,CRACR2B
ENSCAFG00845006672,OR5F2,ENSG00000149133,OR5F1
ENSCAFG00845006674,LGALS12,ENSG00000133317,LGALS12
ENSCAFG00845006677,SLC35F1,ENSG00000196376,SLC35F1
ENSCAFG00845006678,C10orf67,ENSG00000179133,C10orf67
ENSCAFG00845006684,ENSCAFG00845006684,ENSG00000198822,GRM3
ENSCAFG00845006688,TBC1D2,ENSG00000095383,TBC1D2
ENSCAFG00845006690,OR52L2,ENSG00000183313,OR52L1
ENSCAFG00845006691,ENSCAFG00845006691,ENSG00000100714,MTHFD1
ENSCAFG00845006693,EIF3B,ENSG00000106263,EIF3B
ENSCAFG00845006695,FAM20B,ENSG00000116199,FAM20B
ENSCAFG00845006697,XYLT1,ENSG00000103489,XYLT1
ENSCAFG00845006700,RASEF,ENSG00000165105,RASEF
ENSCAFG00845006701,ANO4,ENSG00000151572,ANO4
ENSCAFG00845006702,HSD17B4,ENSG00000133835,HSD17B4
ENSCAFG00845006703,HDAC9,ENSG00000048052,HDAC9
ENSCAFG00845006705,APOE,ENSG00000130203,APOE
ENSCAFG00845006707,GATB,ENSG00000059691,GATB
ENSCAFG00845006709,CFAP70,ENSG00000156042,CFAP70
ENSCAFG00845006710,MAPK9,ENSG00000050748,MAPK9
ENSCAFG00845006712,G6PC1,ENSG00000131482,G6PC1
ENSCAFG00845006713,AREG,ENSG00000109321,AREG
ENSCAFG00845006714,OR52L1,ENSG00000183313,OR52L1
ENSCAFG00845006717,ENSCAFG00845006717,ENSG00000109390,NDUFC1
ENSCAFG00845006718,RPP21,ENSG00000248167,TRIM39-RPP21
ENSCAFG00845006719,RAB23,ENSG00000112210,RAB23
ENSCAFG00845006720,AATF,ENSG00000275700,AATF
ENSCAFG00845006721,SEPTIN10,ENSG00000186522,SEPTIN10
ENSCAFG00845006722,RANBP10,ENSG00000141084,RANBP10
ENSCAFG00845006723,TNFAIP3,ENSG00000118503,TNFAIP3
ENSCAFG00845006724,LDB3,ENSG00000122367,LDB3
ENSCAFG00845006725,FBXW12,ENSG00000164049,FBXW12
ENSCAFG00845006727,CAPZA1,ENSG00000116489,CAPZA1
ENSCAFG00845006728,HOMER1,ENSG00000152413,HOMER1
ENSCAFG00845006731,OR5T8,ENSG00000172489,OR5T3
ENSCAFG00845006731,OR5T8,ENSG00000181698,OR5T1
ENSCAFG00845006735,ENSCAFG00845006735,ENSG00000167202,TBC1D2B
ENSCAFG00845006736,PLAAT5,ENSG00000168004,PLAAT5
ENSCAFG00845006739,PTF1A,ENSG00000168267,PTF1A
ENSCAFG00845006742,RPL7L1,ENSG00000146223,RPL7L1
ENSCAFG00845006743,CD151,ENSG00000177697,CD151
ENSCAFG00845006745,CAV2,ENSG00000105971,CAV2
ENSCAFG00845006746,ENSCAFG00845006746,ENSG00000175183,CSRP2
ENSCAFG00845006747,ZNF414,ENSG00000133250,ZNF414
ENSCAFG00845006748,HEXD,ENSG00000169660,HEXD
ENSCAFG00845006749,ZBTB7A,ENSG00000178951,ZBTB7A
ENSCAFG00845006750,APLP2,ENSG00000084234,APLP2
ENSCAFG00845006751,SMARCC2,ENSG00000139613,SMARCC2
ENSCAFG00845006752,C2CD3,ENSG00000168014,C2CD3
ENSCAFG00845006753,RPS14,ENSG00000164587,RPS14
ENSCAFG00845006756,TOMM40,ENSG00000130204,TOMM40
ENSCAFG00845006759,UBE2J1,ENSG00000198833,UBE2J1
ENSCAFG00845006761,PROM2,ENSG00000155066,PROM2
ENSCAFG00845006762,DHRS1,ENSG00000157379,DHRS1
ENSCAFG00845006764,TAF2,ENSG00000064313,TAF2
ENSCAFG00845006768,URGCP,ENSG00000106608,URGCP
ENSCAFG00845006769,SLC30A3,ENSG00000115194,SLC30A3
ENSCAFG00845006770,NUDT15,ENSG00000136159,NUDT15
ENSCAFG00845006773,PRIM2,ENSG00000146143,PRIM2
ENSCAFG00845006776,U6,ENSG00000252247,RNU6-70P
ENSCAFG00845006776,U6,ENSG00000252619,RNU6-1149P
ENSCAFG00845006779,ENSCAFG00845006779,ENSG00000245680,ZNF585B
ENSCAFG00845006779,ENSCAFG00845006779,ENSG00000267360,ENSG00000267360
ENSCAFG00845006779,ENSCAFG00845006779,ENSG00000196967,ZNF585A
ENSCAFG00845006780,SNX8,ENSG00000106266,SNX8
ENSCAFG00845006781,SLC6A11,ENSG00000132164,SLC6A11
ENSCAFG00845006782,CRISP2,ENSG00000096006,CRISP3
ENSCAFG00845006783,ENSCAFG00845006783,ENSG00000115084,SLC35F5
ENSCAFG00845006784,POLR2L,ENSG00000177700,POLR2L
ENSCAFG00845006785,OR56B6,ENSG00000180919,OR56B4
ENSCAFG00845006786,SLC22A9,ENSG00000149742,SLC22A9
ENSCAFG00845006789,TACSTD2,ENSG00000184292,TACSTD2
ENSCAFG00845006790,SLITRK5,ENSG00000165300,SLITRK5
ENSCAFG00845006791,GSTZ1,ENSG00000100577,GSTZ1
ENSCAFG00845006792,PERP,ENSG00000112378,PERP
ENSCAFG00845006793,GFOD2,ENSG00000141098,GFOD2
ENSCAFG00845006796,OR10AG1,ENSG00000174970,OR10AG1
ENSCAFG00845006798,EFTUD2,ENSG00000108883,EFTUD2
ENSCAFG00845006799,CCDC81,ENSG00000149201,CCDC81
ENSCAFG00845006803,ENSCAFG00845006803,ENSG00000132749,TESMIN
ENSCAFG00845006804,AOC3,ENSG00000131471,AOC3
ENSCAFG00845006805,SPINK8,ENSG00000229453,SPINK8
ENSCAFG00845006806,RALGPS2,ENSG00000116191,RALGPS2
ENSCAFG00845006807,RRAGD,ENSG00000025039,RRAGD
ENSCAFG00845006808,OR52B2,ENSG00000255307,OR52B2
ENSCAFG00845006809,TRABD,ENSG00000170638,TRABD
ENSCAFG00845006811,KAT6A,ENSG00000083168,KAT6A
ENSCAFG00845006815,QSOX2,ENSG00000165661,QSOX2
ENSCAFG00845006818,ENSCAFG00845006818,ENSG00000183476,SH2D7
ENSCAFG00845006819,C16orf86,ENSG00000159761,C16orf86
ENSCAFG00845006820,NOP9,ENSG00000196943,NOP9
ENSCAFG00845006821,ENSCAFG00845006821,ENSG00000221265,MIR1255A
ENSCAFG00845006823,ENSCAFG00845006823,ENSG00000254772,EEF1G
ENSCAFG00845006824,MYO1F,ENSG00000142347,MYO1F
ENSCAFG00845006825,ENSCAFG00845006825,ENSG00000136888,ATP6V1G1
ENSCAFG00845006827,SUCLA2,ENSG00000136143,SUCLA2
ENSCAFG00845006828,TMEM192,ENSG00000170088,TMEM192
ENSCAFG00845006829,MSRB2,ENSG00000148450,MSRB2
ENSCAFG00845006831,ZNF383,ENSG00000188283,ZNF383
ENSCAFG00845006832,SNX30,ENSG00000148158,SNX30
ENSCAFG00845006833,PTCRA,ENSG00000171611,PTCRA
ENSCAFG00845006835,DNAJC5G,ENSG00000163793,DNAJC5G
ENSCAFG00845006836,NECTIN2,ENSG00000130202,NECTIN2
ENSCAFG00845006839,ENSCAFG00845006839,ENSG00000285480,H2BE1
ENSCAFG00845006840,ENSCAFG00845006840,ENSG00000071082,RPL31
ENSCAFG00845006841,MBD5,ENSG00000204406,MBD5
ENSCAFG00845006842,ENSCAFG00845006842,ENSG00000184408,KCND2
ENSCAFG00845006843,PDZRN3,ENSG00000121440,PDZRN3
ENSCAFG00845006844,ZNF396,ENSG00000186496,ZNF396
ENSCAFG00845006845,SLC34A2,ENSG00000157765,SLC34A2
ENSCAFG00845006847,CAV1,ENSG00000105974,CAV1
ENSCAFG00845006848,ENKD1,ENSG00000124074,ENKD1
ENSCAFG00845006853,ELAPOR2,ENSG00000164659,ELAPOR2
ENSCAFG00845006854,ENSCAFG00845006854,ENSG00000062582,MRPS24
ENSCAFG00845006855,GPR39,ENSG00000183840,GPR39
ENSCAFG00845006856,PIAS4,ENSG00000105229,PIAS4
ENSCAFG00845006857,GAL,ENSG00000069482,GAL
ENSCAFG00845006858,OMA1,ENSG00000162600,OMA1
ENSCAFG00845006859,CNPY3,ENSG00000137161,CNPY3
ENSCAFG00845006860,ENSCAFG00845006860,ENSG00000131471,AOC3
ENSCAFG00845006861,ENSCAFG00845006861,ENSG00000167825,OR5I1
ENSCAFG00845006862,ENSCAFG00845006862,ENSG00000189357,SPATA31D4
ENSCAFG00845006862,ENSCAFG00845006862,ENSG00000214929,SPATA31D1
ENSCAFG00845006862,ENSCAFG00845006862,ENSG00000186788,SPATA31D3
ENSCAFG00845006866,ENSCAFG00845006866,ENSG00000143740,SNAP47
ENSCAFG00845006867,RAB3C,ENSG00000152932,RAB3C
ENSCAFG00845006868,SH3RF3,ENSG00000172985,SH3RF3
ENSCAFG00845006869,CEP85L,ENSG00000111860,CEP85L
ENSCAFG00845006871,CIDEB,ENSG00000136305,CIDEB
ENSCAFG00845006874,CD74,ENSG00000019582,CD74
ENSCAFG00845006875,ENSCAFG00845006875,ENSG00000052802,MSMO1
ENSCAFG00845006876,CIB2,ENSG00000136425,CIB2
ENSCAFG00845006877,TSPAN4,ENSG00000214063,TSPAN4
ENSCAFG00845006878,GARNL3,ENSG00000136895,GARNL3
ENSCAFG00845006879,TSFM,ENSG00000123297,TSFM
ENSCAFG00845006880,RASGEF1C,ENSG00000146090,RASGEF1C
ENSCAFG00845006883,GABBR2,ENSG00000136928,GABBR2
ENSCAFG00845006884,ARFGEF3,ENSG00000112379,ARFGEF3
ENSCAFG00845006886,PARD6A,ENSG00000102981,PARD6A
ENSCAFG00845006888,FHIP1B,ENSG00000051009,FHIP1B
ENSCAFG00845006889,ZNF24,ENSG00000172466,ZNF24
ENSCAFG00845006891,ENSCAFG00845006891,ENSG00000096060,FKBP5
ENSCAFG00845006892,ENSCAFG00845006892,ENSG00000122787,AKR1D1
ENSCAFG00845006893,GNL1,ENSG00000204590,GNL1
ENSCAFG00845006894,ENSCAFG00845006894,ENSG00000106268,NUDT1
ENSCAFG00845006896,ENSCAFG00845006896,ENSG00000164334,FAM170A
ENSCAFG00845006897,E2F7,ENSG00000165891,E2F7
ENSCAFG00845006901,BCAM,ENSG00000187244,BCAM
ENSCAFG00845006902,KHDRBS2,ENSG00000112232,KHDRBS2
ENSCAFG00845006903,OGFOD3,ENSG00000181396,OGFOD3
ENSCAFG00845006904,ENSCAFG00845006904,ENSG00000126524,SBDS
ENSCAFG00845006905,ZNF875,ENSG00000181666,ZNF875
ENSCAFG00845006908,ENSCAFG00845006908,ENSG00000233757,ENSG00000233757
ENSCAFG00845006909,ANKRD6,ENSG00000135299,ANKRD6
ENSCAFG00845006910,BMPR1A,ENSG00000107779,BMPR1A
ENSCAFG00845006911,MOV10,ENSG00000155363,MOV10
ENSCAFG00845006915,LTB4R2,ENSG00000213906,LTB4R2
ENSCAFG00845006917,TRIM54,ENSG00000138100,TRIM54
ENSCAFG00845006918,OR5I1B,ENSG00000167825,OR5I1
ENSCAFG00845006919,ENSCAFG00845006919,ENSG00000101439,CST3
ENSCAFG00845006920,NRXN1,ENSG00000179915,NRXN1
ENSCAFG00845006921,ENSCAFG00845006921,ENSG00000150551,LYPD1
ENSCAFG00845006922,AOC2,ENSG00000131480,AOC2
ENSCAFG00845006923,GNMT,ENSG00000124713,GNMT
ENSCAFG00845006925,TMED8,ENSG00000100580,TMED8
ENSCAFG00845006927,U4,ENSG00000202157,RNU4-11P
ENSCAFG00845006927,U4,ENSG00000201221,RNU4-40P
ENSCAFG00845006929,PANX2,ENSG00000073150,PANX2
ENSCAFG00845006930,ENSCAFG00845006930,ENSG00000181867,FTMT
ENSCAFG00845006932,NDUFB6,ENSG00000165264,NDUFB6
ENSCAFG00845006934,ACD,ENSG00000102977,ACD
ENSCAFG00845006935,ADAMTS10,ENSG00000142303,ADAMTS10
ENSCAFG00845006936,SLC46A2,ENSG00000119457,SLC46A2
ENSCAFG00845006938,TNFAIP1,ENSG00000109079,TNFAIP1
ENSCAFG00845006939,LTB4R,ENSG00000213903,LTB4R
ENSCAFG00845006940,HIKESHI,ENSG00000149196,HIKESHI
ENSCAFG00845006941,ARMC3,ENSG00000165309,ARMC3
ENSCAFG00845006942,PGK2,ENSG00000170950,PGK2
ENSCAFG00845006944,OR5W2B,ENSG00000187612,OR5W2
ENSCAFG00845006945,ENSCAFG00845006945,ENSG00000149262,INTS4
ENSCAFG00845006946,ENSCAFG00845006946,ENSG00000103512,NOMO1
ENSCAFG00845006946,ENSCAFG00845006946,ENSG00000185164,NOMO2
ENSCAFG00845006946,ENSCAFG00845006946,ENSG00000103226,NOMO3
ENSCAFG00845006948,ARMC12,ENSG00000157343,ARMC12
ENSCAFG00845006950,ENSCAFG00845006950,ENSG00000189266,PNRC2
ENSCAFG00845006951,ENSCAFG00845006951,ENSG00000149262,INTS4
ENSCAFG00845006954,UCN,ENSG00000163794,UCN
ENSCAFG00845006955,MRM2,ENSG00000122687,MRM2
ENSCAFG00845006958,ZSCAN30,ENSG00000186814,ZSCAN30
ENSCAFG00845006959,RNF41,ENSG00000181852,RNF41
ENSCAFG00845006962,SAMD15,ENSG00000100583,SAMD15
ENSCAFG00845006964,LYRM1,ENSG00000102897,LYRM1
ENSCAFG00845006967,HACE1,ENSG00000085382,HACE1
ENSCAFG00845006968,PRR3,ENSG00000204576,PRR3
ENSCAFG00845006973,KLHL2,ENSG00000109466,KLHL2
ENSCAFG00845006975,IDH3A,ENSG00000166411,IDH3A
ENSCAFG00845006976,ENSCAFG00845006976,ENSG00000134333,LDHA
ENSCAFG00845006977,ENSCAFG00845006977,ENSG00000184999,SLC22A10
ENSCAFG00845006978,ENSCAFG00845006978,ENSG00000124812,CRISP1
ENSCAFG00845006979,HMGCS2,ENSG00000134240,HMGCS2
ENSCAFG00845006981,OR5W2,ENSG00000187612,OR5W2
ENSCAFG00845006983,U6,ENSG00000202490,RNU6-597P
ENSCAFG00845006986,ZNF397,ENSG00000186812,ZNF397
ENSCAFG00845006987,PEX6,ENSG00000124587,PEX6
ENSCAFG00845006988,CBLC,ENSG00000142273,CBLC
ENSCAFG00845006989,CLPSL2,ENSG00000196748,CLPSL2
ENSCAFG00845006992,U1,ENSG00000200800,RNU1-130P
ENSCAFG00845006992,U1,ENSG00000200997,RNVU1-34
ENSCAFG00845006994,MMRN2,ENSG00000173269,MMRN2
ENSCAFG00845006997,MIR17,ENSG00000284536,MIR17
ENSCAFG00845006998,MPV17,ENSG00000115204,MPV17
ENSCAFG00845007000,PRDM10,ENSG00000170325,PRDM10
ENSCAFG00845007003,EEF2,ENSG00000167658,EEF2
ENSCAFG00845007007,ACACA,ENSG00000278540,ACACA
ENSCAFG00845007008,U6,ENSG00000223087,RNU6-602P
ENSCAFG00845007010,ANXA7,ENSG00000138279,ANXA7
ENSCAFG00845007012,NOXRED1,ENSG00000165555,NOXRED1
ENSCAFG00845007014,ANAPC4,ENSG00000053900,ANAPC4
ENSCAFG00845007015,MIR18A,ENSG00000283815,MIR18A
ENSCAFG00845007016,ENSCAFG00845007016,ENSG00000143776,CDC42BPA
ENSCAFG00845007020,FBXW7,ENSG00000109670,FBXW7
ENSCAFG00845007022,PPP4R2,ENSG00000163605,PPP4R2
ENSCAFG00845007023,RNF130,ENSG00000113269,RNF130
ENSCAFG00845007024,OR52W1,ENSG00000175485,OR52W1
ENSCAFG00845007025,CLPS,ENSG00000137392,CLPS
ENSCAFG00845007026,MIR19A,ENSG00000284204,MIR19A
ENSCAFG00845007028,HTR2A,ENSG00000102468,HTR2A
ENSCAFG00845007029,ZNF569,ENSG00000196437,ZNF569
ENSCAFG00845007030,LHX3,ENSG00000107187,LHX3
ENSCAFG00845007032,MFNG,ENSG00000100060,MFNG
ENSCAFG00845007033,ENSCAFG00845007033,ENSG00000141574,SECTM1
ENSCAFG00845007034,ENSCAFG00845007034,ENSG00000121766,ZCCHC17
ENSCAFG00845007035,PLN,ENSG00000198523,PLN
ENSCAFG00845007037,ENSCAFG00845007037,ENSG00000104219,ZDHHC2
ENSCAFG00845007038,ZNF2,ENSG00000275111,ZNF2
ENSCAFG00845007041,DSCC1,ENSG00000136982,DSCC1
