Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSCAFG00845010210,ENSCAFG00845010210,ENSMUSG00000037145,Lypd8l
ENSCAFG00845010210,ENSCAFG00845010210,ENSMUSG00000058287,Gm12253
ENSCAFG00845010211,MAP9,ENSMUSG00000033900,Map9
ENSCAFG00845010214,ENSCAFG00845010214,ENSMUSG00000039691,Tspan10
ENSCAFG00845010215,SNORA73,ENSMUSG00000065353,Snora73b
ENSCAFG00845010215,SNORA73,ENSMUSG00000064387,Snora73a
ENSCAFG00845010215,SNORA73,ENSMUSG00000064380,Gm26448
ENSCAFG00845010217,NBEAL2,ENSMUSG00000056724,Nbeal2
ENSCAFG00845010219,FIGNL1,ENSMUSG00000035455,Fignl1
ENSCAFG00845010220,ARPC5L,ENSMUSG00000026755,Arpc5l
ENSCAFG00845010222,HMGXB4,ENSMUSG00000034518,Hmgxb4
ENSCAFG00845010223,N4BP3,ENSMUSG00000001053,N4bp3
ENSCAFG00845010225,PUS3,ENSMUSG00000032103,Pus3
ENSCAFG00845010227,CD160,ENSMUSG00000038304,Cd160
ENSCAFG00845010229,F2RL1,ENSMUSG00000021678,F2rl1
ENSCAFG00845010231,TMEM268,ENSMUSG00000045917,Tmem268
ENSCAFG00845010232,ENSCAFG00845010232,ENSMUSG00000089069,Gm22840
ENSCAFG00845010233,RGS6,ENSMUSG00000021219,Rgs6
ENSCAFG00845010235,RPS6KB2,ENSMUSG00000024830,Rps6kb2
ENSCAFG00845010236,INPPL1,ENSMUSG00000032737,Inppl1
ENSCAFG00845010237,U6,ENSMUSG00000077791,Gm25563
ENSCAFG00845010238,ST3GAL1,ENSMUSG00000013846,St3gal1
ENSCAFG00845010239,THSD7B,ENSMUSG00000042581,Thsd7b
ENSCAFG00845010240,RAB5C,ENSMUSG00000019173,Rab5c
ENSCAFG00845010243,TRADD,ENSMUSG00000031887,Tradd
ENSCAFG00845010244,LYPD8,ENSMUSG00000013643,Lypd8
ENSCAFG00845010246,SRGAP1,ENSMUSG00000020121,Srgap1
ENSCAFG00845010250,U6,ENSMUSG00000064529,Gm26437
ENSCAFG00845010251,ENSCAFG00845010251,ENSMUSG00000065567,Mir30c-2
ENSCAFG00845010252,SRGAP3,ENSMUSG00000030257,Srgap3
ENSCAFG00845010254,DERPC,ENSMUSG00000117748,Derpc
ENSCAFG00845010255,ENSCAFG00845010255,ENSMUSG00000078193,Gm2000
ENSCAFG00845010255,ENSCAFG00845010255,ENSMUSG00000062997,Rpl35
ENSCAFG00845010258,RUSF1,ENSMUSG00000030780,Rusf1
ENSCAFG00845010259,HYLS1,ENSMUSG00000050555,Hyls1
ENSCAFG00845010261,AIMP2,ENSMUSG00000029610,Aimp2
ENSCAFG00845010262,ENSCAFG00845010262,ENSMUSG00000022681,Ntan1
ENSCAFG00845010263,NPLOC4,ENSMUSG00000039703,Nploc4
ENSCAFG00845010267,PHACTR4,ENSMUSG00000066043,Phactr4
ENSCAFG00845010268,TEX48,ENSMUSG00000058935,Tex48
ENSCAFG00845010269,TMED9,ENSMUSG00000058569,Tmed9
ENSCAFG00845010270,ZFPM2,ENSMUSG00000022306,Zfpm2
ENSCAFG00845010272,NLN,ENSMUSG00000021710,Nln
ENSCAFG00845010273,TNNT3,ENSMUSG00000061723,Tnnt3
ENSCAFG00845010274,MIR30A,ENSMUSG00000065405,Mir30a
ENSCAFG00845010275,ENSCAFG00845010275,ENSMUSG00000078934,Pate13
ENSCAFG00845010276,F2R,ENSMUSG00000048376,F2r
ENSCAFG00845010278,VDAC2,ENSMUSG00000021771,Vdac2
ENSCAFG00845010280,SCFD1,ENSMUSG00000020952,Scfd1
ENSCAFG00845010281,FBXL8,ENSMUSG00000033313,Fbxl8
ENSCAFG00845010282,GTPBP2,ENSMUSG00000023952,Gtpbp2
ENSCAFG00845010283,ENSCAFG00845010283,ENSMUSG00000044155,Lsm8
ENSCAFG00845010287,KAT2A,ENSMUSG00000020918,Kat2a
ENSCAFG00845010288,SH3BP5L,ENSMUSG00000013646,Sh3bp5l
ENSCAFG00845010289,PKDREJ,ENSMUSG00000052496,Pkdrej
ENSCAFG00845010290,FOXB2,ENSMUSG00000056829,Foxb2
ENSCAFG00845010291,MEX3A,ENSMUSG00000074480,Mex3a
ENSCAFG00845010292,SLC9A4,ENSMUSG00000026065,Slc9a4
ENSCAFG00845010293,REXO4,ENSMUSG00000052406,Rexo4
ENSCAFG00845010295,PATE3,ENSMUSG00000094995,Pate3
ENSCAFG00845010297,CSN2,ENSMUSG00000063157,Csn2
ENSCAFG00845010298,SLC22A4,ENSMUSG00000063652,Slc22a21
ENSCAFG00845010298,SLC22A4,ENSMUSG00000018900,Slc22a5
ENSCAFG00845010299,ISX,ENSMUSG00000031621,Isx
ENSCAFG00845010300,GCLC,ENSMUSG00000032350,Gclc
ENSCAFG00845010301,FGR,ENSMUSG00000028874,Fgr
ENSCAFG00845010302,NLE1,ENSMUSG00000020692,Nle1
ENSCAFG00845010303,WDR38,ENSMUSG00000035295,Wdr38
ENSCAFG00845010304,ENSCAFG00845010304,ENSMUSG00000050395,Tnfsf15
ENSCAFG00845010305,DDX39B,ENSMUSG00000019432,Ddx39b
ENSCAFG00845010306,ENSCAFG00845010306,ENSMUSG00000022014,Epsti1
ENSCAFG00845010307,FBXL6,ENSMUSG00000022559,Fbxl6
ENSCAFG00845010308,U2,ENSMUSG00000064759,Gm25475
ENSCAFG00845010309,U6,ENSMUSG00000088516,Gm23044
ENSCAFG00845010311,PPFIA2,ENSMUSG00000053825,Ppfia2
ENSCAFG00845010312,ALDH7A1,ENSMUSG00000053644,Aldh7a1
ENSCAFG00845010313,FOSL2,ENSMUSG00000029135,Fosl2
ENSCAFG00845010314,ENSCAFG00845010314,ENSMUSG00000021504,B4galt7
ENSCAFG00845010317,SCARA3,ENSMUSG00000034463,Scara3
ENSCAFG00845010318,ENSCAFG00845010318,ENSMUSG00000088169,Gm22059
ENSCAFG00845010319,RAB25,ENSMUSG00000008601,Rab25
ENSCAFG00845010320,ENSCAFG00845010320,ENSMUSG00000064284,Cdpf1
ENSCAFG00845010321,B3GNT9,ENSMUSG00000069920,B3gnt9
ENSCAFG00845010323,GSDME,ENSMUSG00000029821,Gsdme
ENSCAFG00845010324,FGD2,ENSMUSG00000024013,Fgd2
ENSCAFG00845010325,ENSCAFG00845010325,ENSMUSG00000032725,Folr2
ENSCAFG00845010326,ZMPSTE24,ENSMUSG00000043207,Zmpste24
ENSCAFG00845010327,PATE2,ENSMUSG00000074452,Pate2
ENSCAFG00845010328,EIF2AK1,ENSMUSG00000029613,Eif2ak1
ENSCAFG00845010329,ENSCAFG00845010329,ENSMUSG00000019854,Reps1
ENSCAFG00845010330,ABCB8,ENSMUSG00000028973,Abcb8
ENSCAFG00845010332,ENSCAFG00845010332,ENSMUSG00000029517,Ankrd7
ENSCAFG00845010334,NCLN,ENSMUSG00000020238,Ncln
ENSCAFG00845010335,ENSCAFG00845010335,ENSMUSG00000025410,Dctn2
ENSCAFG00845010336,ATP5MC1,ENSMUSG00000006057,Atp5g1
ENSCAFG00845010337,CARNS1,ENSMUSG00000075289,Carns1
ENSCAFG00845010340,MAD2L1BP,ENSMUSG00000034509,Mad2l1bp
ENSCAFG00845010341,TNFSF8,ENSMUSG00000028362,Tnfsf8
ENSCAFG00845010342,NXPH4,ENSMUSG00000040258,Nxph4
ENSCAFG00845010343,PIAS3,ENSMUSG00000028101,Pias3
ENSCAFG00845010344,F12,ENSMUSG00000021492,F12
ENSCAFG00845010345,COMTD1,ENSMUSG00000021773,Comtd1
ENSCAFG00845010346,ENSCAFG00845010346,ENSMUSG00000002240,Prr27
ENSCAFG00845010347,CSF3,ENSMUSG00000038067,Csf3
ENSCAFG00845010348,ENSCAFG00845010348,ENSMUSG00000078934,Pate13
ENSCAFG00845010350,HAS3,ENSMUSG00000031910,Has3
ENSCAFG00845010352,ENSCAFG00845010352,ENSMUSG00000001270,Ckb
ENSCAFG00845010353,MPP3,ENSMUSG00000052373,Mpp3
ENSCAFG00845010354,OCIAD1,ENSMUSG00000029152,Ociad1
ENSCAFG00845010355,DDC,ENSMUSG00000020182,Ddc
ENSCAFG00845010356,IL18RAP,ENSMUSG00000026068,Il18rap
ENSCAFG00845010357,FOLR1,ENSMUSG00000001827,Folr1
ENSCAFG00845010359,PHAF1,ENSMUSG00000031889,Phaf1
ENSCAFG00845010361,RRN3,ENSMUSG00000022682,Rrn3
ENSCAFG00845010362,RSPH9,ENSMUSG00000023966,Rsph9
ENSCAFG00845010363,PRUNE2,ENSMUSG00000039126,Prune2
ENSCAFG00845010364,OR13E1,ENSMUSG00000050215,Olfr70
ENSCAFG00845010365,SHMT2,ENSMUSG00000025403,Shmt2
ENSCAFG00845010366,DHX58,ENSMUSG00000017830,Dhx58
ENSCAFG00845010367,S1PR4,ENSMUSG00000044199,S1pr4
ENSCAFG00845010368,FBLN7,ENSMUSG00000027386,Fbln7
ENSCAFG00845010369,ZEB1,ENSMUSG00000024238,Zeb1
ENSCAFG00845010371,PATE1,ENSMUSG00000091215,Pate1
ENSCAFG00845010372,LAMTOR2,ENSMUSG00000028062,Lamtor2
ENSCAFG00845010374,ABCA1,ENSMUSG00000015243,Abca1
ENSCAFG00845010375,B4GALT6,ENSMUSG00000056124,B4galt6
ENSCAFG00845010377,U6,ENSMUSG00000119049,Gm25235
ENSCAFG00845010378,ENSCAFG00845010378,ENSMUSG00000071230,Npw
ENSCAFG00845010379,ODAM,ENSMUSG00000009580,Odam
ENSCAFG00845010380,ENSCAFG00845010380,ENSMUSG00000024661,Fth1
ENSCAFG00845010381,RTN4,ENSMUSG00000020458,Rtn4
ENSCAFG00845010382,OR13J1,ENSMUSG00000046450,Olfr71
ENSCAFG00845010383,ENSCAFG00845010383,ENSMUSG00000044444,Pfn3
ENSCAFG00845010386,ENSCAFG00845010386,ENSMUSG00000034566,Atp5h
ENSCAFG00845010387,SNORD83,ENSMUSG00000065273,Gm25128
ENSCAFG00845010388,ENSCAFG00845010388,ENSMUSG00000030007,Cct7
ENSCAFG00845010389,PTPN21,ENSMUSG00000021009,Ptpn21
ENSCAFG00845010390,GNA15,ENSMUSG00000034792,Gna15
ENSCAFG00845010392,LMOD3,ENSMUSG00000044086,Lmod3
ENSCAFG00845010395,UBE2Z,ENSMUSG00000014349,Ube2z
ENSCAFG00845010396,OSBPL3,ENSMUSG00000029822,Osbpl3
ENSCAFG00845010397,PLB1,ENSMUSG00000029134,Plb1
ENSCAFG00845010398,TMCO2,ENSMUSG00000078577,Tmco2
ENSCAFG00845010399,ENSCAFG00845010399,ENSMUSG00000091174,Pate10
ENSCAFG00845010400,TBC1D10C,ENSMUSG00000040247,Tbc1d10c
ENSCAFG00845010401,OLFML2A,ENSMUSG00000046618,Olfml2a
ENSCAFG00845010402,ENSCAFG00845010402,ENSMUSG00000032725,Folr2
ENSCAFG00845010404,SNORD83,ENSMUSG00000075770,Gm22589
ENSCAFG00845010405,PPARA,ENSMUSG00000022383,Ppara
ENSCAFG00845010406,HRCT1,ENSMUSG00000071001,Hrct1
ENSCAFG00845010407,FAM91A1,ENSMUSG00000037119,Fam91a1
ENSCAFG00845010410,SH3TC2,ENSMUSG00000045629,Sh3tc2
ENSCAFG00845010411,ADCK5,ENSMUSG00000022550,Adck5
ENSCAFG00845010412,HNMT,ENSMUSG00000026986,Hnmt
ENSCAFG00845010413,WASF2,ENSMUSG00000028868,Wasf2
ENSCAFG00845010414,ZNF692,ENSMUSG00000037243,Zfp692
ENSCAFG00845010415,RAD18,ENSMUSG00000030254,Rad18
ENSCAFG00845010416,PPFIBP2,ENSMUSG00000036528,Ppfibp2
ENSCAFG00845010417,PSMD3,ENSMUSG00000017221,Psmd3
ENSCAFG00845010418,SLC34A1,ENSMUSG00000021490,Slc34a1
ENSCAFG00845010419,MRPS18A,ENSMUSG00000023967,Mrps18a
ENSCAFG00845010421,HSP90B1,ENSMUSG00000020048,Hsp90b1
ENSCAFG00845010422,NDUFA4L2,ENSMUSG00000040280,Ndufa4l2
ENSCAFG00845010423,ANKRD61,ENSMUSG00000029607,Ankrd61
ENSCAFG00845010424,FAAP100,ENSMUSG00000025384,Faap100
ENSCAFG00845010425,TSKU,ENSMUSG00000049580,Tsku
ENSCAFG00845010426,IQGAP2,ENSMUSG00000021676,Iqgap2
ENSCAFG00845010427,ATP6V1G2,ENSMUSG00000024403,Atp6v1g2
ENSCAFG00845010428,RIMS1,ENSMUSG00000041670,Rims1
ENSCAFG00845010429,TNFSF14,ENSMUSG00000005824,Tnfsf14
ENSCAFG00845010430,ENSCAFG00845010430,ENSMUSG00000014198,Zfp385c
ENSCAFG00845010432,CBFB,ENSMUSG00000031885,Cbfb
ENSCAFG00845010433,RLF,ENSMUSG00000049878,Rlf
ENSCAFG00845010435,ENSCAFG00845010435,ENSMUSG00000091411,Gm5916
ENSCAFG00845010435,ENSCAFG00845010435,ENSMUSG00000047980,Pate5
ENSCAFG00845010436,OR13C11C,ENSMUSG00000111338,Olfr29-ps1
ENSCAFG00845010436,OR13C11C,ENSMUSG00000044801,Olfr159
ENSCAFG00845010436,OR13C11C,ENSMUSG00000071000,Olfr155
ENSCAFG00845010437,ARL6IP5,ENSMUSG00000035199,Arl6ip5
ENSCAFG00845010439,BEST1,ENSMUSG00000037418,Best1
ENSCAFG00845010440,PRMT6,ENSMUSG00000049300,Prmt6
ENSCAFG00845010442,ZFAT,ENSMUSG00000022335,Zfat
ENSCAFG00845010443,TANGO6,ENSMUSG00000041949,Tango6
ENSCAFG00845010444,TNS3,ENSMUSG00000020422,Tns3
ENSCAFG00845010445,NR6A1,ENSMUSG00000063972,Nr6a1
ENSCAFG00845010446,ENSCAFG00845010446,ENSMUSG00000060882,Kcnd2
ENSCAFG00845010447,ENSCAFG00845010447,ENSMUSG00000111338,Olfr29-ps1
ENSCAFG00845010447,ENSCAFG00845010447,ENSMUSG00000044801,Olfr159
ENSCAFG00845010447,ENSCAFG00845010447,ENSMUSG00000071000,Olfr155
ENSCAFG00845010452,TPBG,ENSMUSG00000035274,Tpbg
ENSCAFG00845010455,SNF8,ENSMUSG00000006058,Snf8
ENSCAFG00845010456,UBQLN4,ENSMUSG00000008604,Ubqln4
ENSCAFG00845010457,ENSCAFG00845010457,ENSMUSG00000031553,Adam3
ENSCAFG00845010459,ENSCAFG00845010459,ENSMUSG00000034653,Ythdc2
ENSCAFG00845010461,LARGE1,ENSMUSG00000004383,Large1
ENSCAFG00845010462,ENSCAFG00845010462,ENSMUSG00000026254,Eif4e2
ENSCAFG00845010464,LRMDA,ENSMUSG00000063458,Lrmda
ENSCAFG00845010465,USP42,ENSMUSG00000051306,Usp42
ENSCAFG00845010466,TLE5,ENSMUSG00000054452,Tle5
ENSCAFG00845010468,OR13C11B,ENSMUSG00000111338,Olfr29-ps1
ENSCAFG00845010468,OR13C11B,ENSMUSG00000044801,Olfr159
ENSCAFG00845010468,OR13C11B,ENSMUSG00000071000,Olfr155
ENSCAFG00845010469,ANAPC15,ENSMUSG00000030649,Anapc15
ENSCAFG00845010471,GBX1,ENSMUSG00000067724,Gbx1
ENSCAFG00845010474,IRF1,ENSMUSG00000018899,Irf1
ENSCAFG00845010475,GUCY1A1,ENSMUSG00000033910,Gucy1a1
ENSCAFG00845010478,U6,ENSMUSG00000084505,Gm25322
ENSCAFG00845010479,ENSCAFG00845010479,ENSMUSG00000090710,Pate11
ENSCAFG00845010479,ENSCAFG00845010479,ENSMUSG00000070313,Pate14
ENSCAFG00845010479,ENSCAFG00845010479,ENSMUSG00000074448,Pate9
ENSCAFG00845010479,ENSCAFG00845010479,ENSMUSG00000091248,Pate8
ENSCAFG00845010479,ENSCAFG00845010479,ENSMUSG00000023093,Pate12
ENSCAFG00845010480,ENSCAFG00845010480,ENSMUSG00000032097,Ddx6
ENSCAFG00845010481,NFKBIL1,ENSMUSG00000042419,Nfkbil1
ENSCAFG00845010482,CSN3,ENSMUSG00000001622,Csn3
ENSCAFG00845010483,ADAMTS13,ENSMUSG00000014852,Adamts13
ENSCAFG00845010485,PIM1,ENSMUSG00000024014,Pim1
ENSCAFG00845010486,IL18R1,ENSMUSG00000026070,Il18r1
ENSCAFG00845010487,U2,ENSMUSG00000084461,Gm22958
ENSCAFG00845010489,OCIAD2,ENSMUSG00000029153,Ociad2
ENSCAFG00845010491,ENSCAFG00845010491,ENSMUSG00000065578,Mir181b-2
ENSCAFG00845010494,GSDMA,ENSMUSG00000017204,Gsdma
ENSCAFG00845010495,FNDC8,ENSMUSG00000018844,Fndc8
ENSCAFG00845010499,OR13C7F,ENSMUSG00000111338,Olfr29-ps1
ENSCAFG00845010499,OR13C7F,ENSMUSG00000044801,Olfr159
ENSCAFG00845010499,OR13C7F,ENSMUSG00000071000,Olfr155
ENSCAFG00845010501,ZC3H8,ENSMUSG00000027387,Zc3h8
ENSCAFG00845010502,LMAN2,ENSMUSG00000021484,Lman2
ENSCAFG00845010504,TNNI2,ENSMUSG00000031097,Tnni2
ENSCAFG00845010506,FSCN2,ENSMUSG00000025380,Fscn2
ENSCAFG00845010507,OXR1,ENSMUSG00000022307,Oxr1
ENSCAFG00845010510,TRMT44,ENSMUSG00000029097,Trmt44
ENSCAFG00845010513,TSPAN12,ENSMUSG00000029669,Tspan12
ENSCAFG00845010514,ASB10,ENSMUSG00000038204,Asb10
ENSCAFG00845010518,SPOPL,ENSMUSG00000026771,Spopl
ENSCAFG00845010520,ACRV1,ENSMUSG00000032110,Acrv1
ENSCAFG00845010521,LTA,ENSMUSG00000024402,Lta
ENSCAFG00845010523,CES2,ENSMUSG00000031886,Ces2e
ENSCAFG00845010523,CES2,ENSMUSG00000062826,Ces2f
ENSCAFG00845010523,CES2,ENSMUSG00000031877,Ces2g
ENSCAFG00845010523,CES2,ENSMUSG00000061825,Ces2c
ENSCAFG00845010523,CES2,ENSMUSG00000050097,Ces2b
ENSCAFG00845010523,CES2,ENSMUSG00000055730,Ces2a
ENSCAFG00845010525,MED18,ENSMUSG00000066042,Med18
ENSCAFG00845010526,CD70,ENSMUSG00000019489,Cd70
ENSCAFG00845010527,NKIRAS2,ENSMUSG00000017837,Nkiras2
ENSCAFG00845010530,SSR2,ENSMUSG00000041355,Ssr2
ENSCAFG00845010532,GIP,ENSMUSG00000014351,Gip
ENSCAFG00845010533,VEGFA,ENSMUSG00000023951,Vegfa
ENSCAFG00845010535,KLHL31,ENSMUSG00000044938,Klhl31
ENSCAFG00845010537,CFAP97D1,ENSMUSG00000010841,Cfap97d1
ENSCAFG00845010538,PPP1CA,ENSMUSG00000040385,Ppp1ca
ENSCAFG00845010539,OR13C7H,ENSMUSG00000111611,Olfr157
ENSCAFG00845010539,OR13C7H,ENSMUSG00000110970,Olfr156
ENSCAFG00845010540,ENSCAFG00845010540,ENSMUSG00000078630,Tomt
ENSCAFG00845010541,U6,ENSMUSG00000064529,Gm26437
ENSCAFG00845010545,SF-1,ENSMUSG00000026751,Nr5a1
ENSCAFG00845010546,OXTR,ENSMUSG00000049112,Oxtr
ENSCAFG00845010547,ENSCAFG00845010547,ENSMUSG00000065564,Mirlet7b
ENSCAFG00845010549,ENSCAFG00845010549,ENSMUSG00000023915,Tnfrsf21
ENSCAFG00845010553,STAM2,ENSMUSG00000055371,Stam2
ENSCAFG00845010554,ENSCAFG00845010554,ENSMUSG00000074003,Gucy2d
ENSCAFG00845010555,UBE3D,ENSMUSG00000032415,Ube2cbp
ENSCAFG00845010556,UBA3,ENSMUSG00000030061,Uba3
ENSCAFG00845010557,FAM216B,ENSMUSG00000045655,Fam216b
ENSCAFG00845010558,TNF,ENSMUSG00000024401,Tnf
ENSCAFG00845010559,CWH43,ENSMUSG00000029154,Cwh43
ENSCAFG00845010560,NXPH2,ENSMUSG00000069132,Nxph2
ENSCAFG00845010563,OR13C7G,ENSMUSG00000111611,Olfr157
ENSCAFG00845010563,OR13C7G,ENSMUSG00000110970,Olfr156
ENSCAFG00845010565,CLU,ENSMUSG00000022037,Clu
ENSCAFG00845010566,IL5,ENSMUSG00000036117,Il5
ENSCAFG00845010567,ENSCAFG00845010567,ENSMUSG00000065608,Mirlet7c-2
ENSCAFG00845010568,CPZ,ENSMUSG00000036596,Cpz
ENSCAFG00845010569,ENSCAFG00845010569,ENSMUSG00000118559,A930007A09Rik
ENSCAFG00845010570,SESN2,ENSMUSG00000028893,Sesn2
ENSCAFG00845010571,GNA11,ENSMUSG00000034781,Gna11
ENSCAFG00845010573,SLC5A2,ENSMUSG00000030782,Tgfb1i1
ENSCAFG00845010574,IQCA1L,ENSMUSG00000038199,Iqca1l
ENSCAFG00845010575,ABRACL,ENSMUSG00000078453,Abracl
ENSCAFG00845010576,ZC3H6,ENSMUSG00000042851,Zc3h6
ENSCAFG00845010579,NLE1,ENSMUSG00000018841,Rad51d
ENSCAFG00845010580,ADRB2,ENSMUSG00000045730,Adrb2
ENSCAFG00845010581,OR13C7I,ENSMUSG00000111338,Olfr29-ps1
ENSCAFG00845010581,OR13C7I,ENSMUSG00000044801,Olfr159
ENSCAFG00845010581,OR13C7I,ENSMUSG00000071000,Olfr155
ENSCAFG00845010582,TNC,ENSMUSG00000028364,Tnc
ENSCAFG00845010583,ENSCAFG00845010583,ENSMUSG00000022683,Pla2g10
ENSCAFG00845010584,ENSCAFG00845010584,ENSMUSG00000035678,Tnfsf9
ENSCAFG00845010585,GUCY1B1,ENSMUSG00000028005,Gucy1b1
ENSCAFG00845010586,KICS2,ENSMUSG00000053684,Kics2
ENSCAFG00845010588,ENSCAFG00845010588,ENSMUSG00000074003,Gucy2d
ENSCAFG00845010589,LAMTOR1,ENSMUSG00000030842,Lamtor1
ENSCAFG00845010590,ZNF438,ENSMUSG00000050945,Zfp438
ENSCAFG00845010591,LRRC1,ENSMUSG00000032352,Lrrc1
ENSCAFG00845010593,TTR,ENSMUSG00000061808,Ttr
ENSCAFG00845010594,CACFD1,ENSMUSG00000015488,Cacfd1
ENSCAFG00845010595,CAV3,ENSMUSG00000062694,Cav3
ENSCAFG00845010596,IGF2BP1,ENSMUSG00000013415,Igf2bp1
ENSCAFG00845010598,CHEK1,ENSMUSG00000032113,Chek1
ENSCAFG00845010599,GPR3,ENSMUSG00000049649,Gpr3
ENSCAFG00845010601,HECA,ENSMUSG00000039879,Heca
ENSCAFG00845010602,U6,ENSMUSG00000119745,Gm22294
ENSCAFG00845010603,LRRC3C,ENSMUSG00000086545,Lrrc3c
ENSCAFG00845010604,SOST,ENSMUSG00000001494,Sost
ENSCAFG00845010606,LSP1,ENSMUSG00000018819,Lsp1
ENSCAFG00845010607,CYTH3,ENSMUSG00000018001,Cyth3
ENSCAFG00845010609,WNT7B,ENSMUSG00000022382,Wnt7b
ENSCAFG00845010611,TUBB4A,ENSMUSG00000062591,Tubb4a
ENSCAFG00845010612,CPSF1,ENSMUSG00000034022,Cpsf1
ENSCAFG00845010615,CABS1,ENSMUSG00000007907,Cabs1
ENSCAFG00845010616,ENSCAFG00845010616,ENSMUSG00000031554,Adam5
ENSCAFG00845010617,ENSCAFG00845010617,ENSMUSG00000024824,Rad9a
ENSCAFG00845010618,TNFSF11,ENSMUSG00000022015,Tnfsf11
ENSCAFG00845010620,ENSCAFG00845010620,ENSMUSG00000079051,Vinac1
ENSCAFG00845010621,LTB,ENSMUSG00000024399,Ltb
ENSCAFG00845010623,PSMA1,ENSMUSG00000030751,Psma1
ENSCAFG00845010624,ENSCAFG00845010624,ENSMUSG00002076326,ENSMUSG00002076326
ENSCAFG00845010625,CD164L2,ENSMUSG00000028865,Cd164l2
ENSCAFG00845010626,U6,ENSMUSG00000064619,Gm23975
ENSCAFG00845010628,ENSCAFG00845010628,ENSMUSG00000008301,Phax
ENSCAFG00845010629,PPP1CB,ENSMUSG00000014956,Ppp1cb
ENSCAFG00845010632,ING3,ENSMUSG00000029670,Ing3
ENSCAFG00845010633,ENSCAFG00845010633,ENSMUSG00000067438,Hmx1
ENSCAFG00845010636,LRRC32,ENSMUSG00000090958,Lrrc32
ENSCAFG00845010637,ACTG1,ENSMUSG00000062825,Actg1
ENSCAFG00845010639,ORMDL3,ENSMUSG00000038150,Ormdl3
ENSCAFG00845010642,ENSCAFG00845010642,ENSMUSG00000091614,Gm17657
ENSCAFG00845010648,IL1RL2,ENSMUSG00000070942,Il1rl2
ENSCAFG00845010650,SLC2A6,ENSMUSG00000036067,Slc2a6
ENSCAFG00845010652,TXLNB,ENSMUSG00000039891,Txlnb
ENSCAFG00845010653,MRPS14,ENSMUSG00000058267,Mrps14
ENSCAFG00845010654,ENSCAFG00845010654,ENSMUSG00000045318,Adra2c
ENSCAFG00845010656,FER1L6,ENSMUSG00000037106,Fer1l6
ENSCAFG00845010658,DNAJC7,ENSMUSG00000014195,Dnajc7
ENSCAFG00845010663,MXD3,ENSMUSG00000021485,Mxd3
ENSCAFG00845010666,MEOX1,ENSMUSG00000001493,Meox1
ENSCAFG00845010668,TMEM217,ENSMUSG00000079580,Tmem217
ENSCAFG00845010670,SSUH2,ENSMUSG00000034387,Ssu2
ENSCAFG00845010671,CIAO2B,ENSMUSG00000031879,Ciao2b
ENSCAFG00845010672,TEX43,ENSMUSG00000032900,Tex43
ENSCAFG00845010674,U6,ENSMUSG00002076242,U6
ENSCAFG00845010676,BFAR,ENSMUSG00000022684,Bfar
ENSCAFG00845010678,DSG2,ENSMUSG00000044393,Dsg2
ENSCAFG00845010679,CITED2,ENSMUSG00000039910,Cited2
ENSCAFG00845010680,POLR3C,ENSMUSG00000028099,Polr3c
ENSCAFG00845010681,ATP5IF1,ENSMUSG00000054428,Atpif1
ENSCAFG00845010682,RAD50,ENSMUSG00000020380,Rad50
ENSCAFG00845010683,TDG,ENSMUSG00000034674,Tdg
ENSCAFG00845010684,TTL,ENSMUSG00000027394,Ttl
ENSCAFG00845010689,LRPAP1,ENSMUSG00000029103,Lrpap1
ENSCAFG00845010690,LRTOMT,ENSMUSG00000064307,Lrrc51
ENSCAFG00845010691,CACYBP,ENSMUSG00000014226,Cacybp
ENSCAFG00845010692,HTR4,ENSMUSG00000026322,Htr4
ENSCAFG00845010693,B4GALNT2,ENSMUSG00000013418,B4galnt2
ENSCAFG00845010694,C12orf56,ENSMUSG00000047642,D930020B18Rik
ENSCAFG00845010695,PRELID1,ENSMUSG00000021486,Prelid1
ENSCAFG00845010696,FMNL2,ENSMUSG00000036053,Fmnl2
ENSCAFG00845010697,DCUN1D4,ENSMUSG00000051674,Dcun1d4
ENSCAFG00845010701,PPT1,ENSMUSG00000028657,Ppt1
ENSCAFG00845010702,DENND1C,ENSMUSG00000002668,Dennd1c
ENSCAFG00845010703,AMTN,ENSMUSG00000029282,Amtn
ENSCAFG00845010704,CDH1,ENSMUSG00000000303,Cdh1
ENSCAFG00845010705,RRAD,ENSMUSG00000031880,Rrad
ENSCAFG00845010706,LMNB1,ENSMUSG00000024590,Lmnb1
ENSCAFG00845010708,MYMK,ENSMUSG00000009214,Mymk
ENSCAFG00845010709,PSMB7,ENSMUSG00000026750,Psmb7
ENSCAFG00845010710,CLHC1,ENSMUSG00000020461,Clhc1
ENSCAFG00845010711,THAP12,ENSMUSG00000030753,Thap12
ENSCAFG00845010712,ZPBP2,ENSMUSG00000017195,Zpbp2
ENSCAFG00845010713,CYCS,ENSMUSG00000063694,Cycs
ENSCAFG00845010713,CYCS,ENSMUSG00000058927,Gm10053
ENSCAFG00845010714,MRPL14,ENSMUSG00000023939,Mrpl14
ENSCAFG00845010716,IL1R1,ENSMUSG00000026072,Il1r1
ENSCAFG00845010717,CLCF1,ENSMUSG00000040663,Clcf1
ENSCAFG00845010718,RAB24,ENSMUSG00000034789,Rab24
ENSCAFG00845010719,ZNF503,ENSMUSG00000039081,Zfp503
